#TYPE System.Security.AccessControl.FileSystemAccessRule
"Path","FileSystemRights","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"X:\Data\Users\Evelyn.Ellis","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Evelyn.Ellis","FullControl","Allow","SERI\Evelyn.Ellis","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Florence.Johnston","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Florence.Johnston","FullControl","Allow","SERI\Florence.Johnston","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Frances.Gonzales","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Frances.Gonzales","FullControl","Allow","SERI\Frances.Gonzales","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Frank.Rivera","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Frank.Rivera","FullControl","Allow","SERI\Frank.Rivera","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Fred.Reyes","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Fred.Reyes","FullControl","Allow","SERI\Fred.Reyes","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Gary.Stewart","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Gary.Stewart","FullControl","Allow","SERI\Gary.Stewart","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\George.Wright","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\George.Wright","FullControl","Allow","SERI\George.Wright","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Gerald.Harrison","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Gerald.Harrison","FullControl","Allow","SERI\Gerald.Harrison","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Gladys.Vasquez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Gladys.Vasquez","FullControl","Allow","SERI\Gladys.Vasquez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Gloria.Reynolds","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Gloria.Reynolds","FullControl","Allow","SERI\Gloria.Reynolds","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Grace.Stanley","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Grace.Stanley","FullControl","Allow","SERI\Grace.Stanley","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Gregory.Brooks","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Gregory.Brooks","FullControl","Allow","SERI\Gregory.Brooks","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Guest","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Guest","FullControl","Allow","SERI\Guest","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Harold.Patterson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Harold.Patterson","FullControl","Allow","SERI\Harold.Patterson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\harper_test","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\harper_test","FullControl","Allow","SERI\harper_test","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Harry.Dixon","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Harry.Dixon","FullControl","Allow","SERI\Harry.Dixon","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Heather.Wallace","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Heather.Wallace","FullControl","Allow","SERI\Heather.Wallace","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Helen.King","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Helen.King","FullControl","Allow","SERI\Helen.King","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Henry.Butler","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Henry.Butler","FullControl","Allow","SERI\Henry.Butler","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Howard.Rose","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Howard.Rose","FullControl","Allow","SERI\Howard.Rose","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Irene.Mills","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Irene.Mills","FullControl","Allow","SERI\Irene.Mills","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jack.Sullivan","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jack.Sullivan","FullControl","Allow","SERI\Jack.Sullivan","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jacqueline.Willis","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jacqueline.Willis","FullControl","Allow","SERI\Jacqueline.Willis","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\James.Smith","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\James.Smith","FullControl","Allow","SERI\James.Smith","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jane.Grant","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jane.Grant","FullControl","Allow","SERI\Jane.Grant","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Janet.Washington","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Janet.Washington","FullControl","Allow","SERI\Janet.Washington","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Janice.Crawford","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Janice.Crawford","FullControl","Allow","SERI\Janice.Crawford","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jason.Parker","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jason.Parker","FullControl","Allow","SERI\Jason.Parker","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jean.Gibson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jean.Gibson","FullControl","Allow","SERI\Jean.Gibson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jeffrey.Murphy","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jeffrey.Murphy","FullControl","Allow","SERI\Jeffrey.Murphy","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jennifer.Thomas","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jennifer.Thomas","FullControl","Allow","SERI\Jennifer.Thomas","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jeremy.Palmer","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jeremy.Palmer","FullControl","Allow","SERI\Jeremy.Palmer","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jerry.Bennett","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jerry.Bennett","FullControl","Allow","SERI\Jerry.Bennett","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jesse.Duncan","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jesse.Duncan","FullControl","Allow","SERI\Jesse.Duncan","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jessica.Sanchez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jessica.Sanchez","FullControl","Allow","SERI\Jessica.Sanchez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jimmy.Peters","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jimmy.Peters","FullControl","Allow","SERI\Jimmy.Peters","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Joan.Wells","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Joan.Wells","FullControl","Allow","SERI\Joan.Wells","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Joe.Myers","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Joe.Myers","FullControl","Allow","SERI\Joe.Myers","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\John.Williams","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\John.Williams","FullControl","Allow","SERI\John.Williams","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Johnny.Elliott","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Johnny.Elliott","FullControl","Allow","SERI\Johnny.Elliott","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jonathan.West","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jonathan.West","FullControl","Allow","SERI\Jonathan.West","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Jose.Reed","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Jose.Reed","FullControl","Allow","SERI\Jose.Reed","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Joseph.Thompson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Joseph.Thompson","FullControl","Allow","SERI\Joseph.Thompson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Joshua.Sanders","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Joshua.Sanders","FullControl","Allow","SERI\Joshua.Sanders","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Joyce.Griffin","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Joyce.Griffin","FullControl","Allow","SERI\Joyce.Griffin","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Juan.Hamilton","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Juan.Hamilton","FullControl","Allow","SERI\Juan.Hamilton","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Judith.Tucker","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Judith.Tucker","FullControl","Allow","SERI\Judith.Tucker","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Judy.Warren","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Judy.Warren","FullControl","Allow","SERI\Judy.Warren","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Julia.Snyder","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Julia.Snyder","FullControl","Allow","SERI\Julia.Snyder","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Julie.Graham","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Julie.Graham","FullControl","Allow","SERI\Julie.Graham","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Justin.Owens","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Justin.Owens","FullControl","Allow","SERI\Justin.Owens","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Karen.Hall","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Karen.Hall","FullControl","Allow","SERI\Karen.Hall","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Katherine.Murray","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Katherine.Murray","FullControl","Allow","SERI\Katherine.Murray","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kathleen.Watson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kathleen.Watson","FullControl","Allow","SERI\Kathleen.Watson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kathryn.Gardner","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kathryn.Gardner","FullControl","Allow","SERI\Kathryn.Gardner","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kathy.Burns","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kathy.Burns","FullControl","Allow","SERI\Kathy.Burns","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Keith.Mcdonald","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Keith.Mcdonald","FullControl","Allow","SERI\Keith.Mcdonald","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kelly.Boyd","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kelly.Boyd","FullControl","Allow","SERI\Kelly.Boyd","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kenneth.Hill","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kenneth.Hill","FullControl","Allow","SERI\Kenneth.Hill","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kevin.Phillips","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kevin.Phillips","FullControl","Allow","SERI\Kevin.Phillips","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Kimberly.Evans","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Kimberly.Evans","FullControl","Allow","SERI\Kimberly.Evans","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\krbtgt","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\krbtgt","FullControl","Allow","SERI\krbtgt","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Larry.Morgan","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Larry.Morgan","FullControl","Allow","SERI\Larry.Morgan","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Laura.Turner","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Laura.Turner","FullControl","Allow","SERI\Laura.Turner","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Lawrence.Webb","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Lawrence.Webb","FullControl","Allow","SERI\Lawrence.Webb","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Leonard.Williamson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Leonard.Williamson","FullControl","Allow","SERI\Leonard.Williamson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Lillian.Austin","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Lillian.Austin","FullControl","Allow","SERI\Lillian.Austin","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Linda.Davis","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Linda.Davis","FullControl","Allow","SERI\Linda.Davis","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Lisa.Rodriguez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Lisa.Rodriguez","FullControl","Allow","SERI\Lisa.Rodriguez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Lois.Lane","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Lois.Lane","FullControl","Allow","SERI\Lois.Lane","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Lori.Ferguson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Lori.Ferguson","FullControl","Allow","SERI\Lori.Ferguson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Louis.Black","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Louis.Black","FullControl","Allow","SERI\Louis.Black","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Louise.Payne","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Louise.Payne","FullControl","Allow","SERI\Louise.Payne","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Luis.Castillo","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Luis.Castillo","FullControl","Allow","SERI\Luis.Castillo","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Manuel.Howell","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Manuel.Howell","FullControl","Allow","SERI\Manuel.Howell","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Margaret.Garcia","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Margaret.Garcia","FullControl","Allow","SERI\Margaret.Garcia","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Maria.White","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Maria.White","FullControl","Allow","SERI\Maria.White","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Marie.Hughes","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Marie.Hughes","FullControl","Allow","SERI\Marie.Hughes","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Marilyn.Dunn","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Marilyn.Dunn","FullControl","Allow","SERI\Marilyn.Dunn","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Mark.Allen","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Mark.Allen","FullControl","Allow","SERI\Mark.Allen","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Martha.Price","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Martha.Price","FullControl","Allow","SERI\Martha.Price","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Martin.Matthews","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Martin.Matthews","FullControl","Allow","SERI\Martin.Matthews","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Mary.Johnson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Mary.Johnson","FullControl","Allow","SERI\Mary.Johnson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Matthew.Edwards","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Matthew.Edwards","FullControl","Allow","SERI\Matthew.Edwards","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Melissa.Bailey","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Melissa.Bailey","FullControl","Allow","SERI\Melissa.Bailey","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Michael.Miller","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Michael.Miller","FullControl","Allow","SERI\Michael.Miller","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Michelle.Perez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Michelle.Perez","FullControl","Allow","SERI\Michelle.Perez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Mike.Chapman","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Mike.Chapman","FullControl","Allow","SERI\Mike.Chapman","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Mildred.Ortiz","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Mildred.Ortiz","FullControl","Allow","SERI\Mildred.Ortiz","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Nancy.Lee","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Nancy.Lee","FullControl","Allow","SERI\Nancy.Lee","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Nathan.Banks","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Nathan.Banks","FullControl","Allow","SERI\Nathan.Banks","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Nicholas.Stevens","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Nicholas.Stevens","FullControl","Allow","SERI\Nicholas.Stevens","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Nicole.Morales","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Nicole.Morales","FullControl","Allow","SERI\Nicole.Morales","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Norma.Armstrong","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Norma.Armstrong","FullControl","Allow","SERI\Norma.Armstrong","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Norman.Harvey","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Norman.Harvey","FullControl","Allow","SERI\Norman.Harvey","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Pamela.Kelly","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Pamela.Kelly","FullControl","Allow","SERI\Pamela.Kelly","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Patricia.Jones","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Patricia.Jones","FullControl","Allow","SERI\Patricia.Jones","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Patrick.Jenkins","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Patrick.Jenkins","FullControl","Allow","SERI\Patrick.Jenkins","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Paul.Walker","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Paul.Walker","FullControl","Allow","SERI\Paul.Walker","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Paula.Weaver","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Paula.Weaver","FullControl","Allow","SERI\Paula.Weaver","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Peggy.Gutierrez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Peggy.Gutierrez","FullControl","Allow","SERI\Peggy.Gutierrez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Peter.Powell","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Peter.Powell","FullControl","Allow","SERI\Peter.Powell","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Philip.Carpenter","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Philip.Carpenter","FullControl","Allow","SERI\Philip.Carpenter","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Phillip.Ray","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Phillip.Ray","FullControl","Allow","SERI\Phillip.Ray","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Phyllis.Fox","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Phyllis.Fox","FullControl","Allow","SERI\Phyllis.Fox","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Rachel.Stone","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Rachel.Stone","FullControl","Allow","SERI\Rachel.Stone","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Ralph.Freeman","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Ralph.Freeman","FullControl","Allow","SERI\Ralph.Freeman","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Randy.Knight","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Randy.Knight","FullControl","Allow","SERI\Randy.Knight","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Raymond.James","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Raymond.James","FullControl","Allow","SERI\Raymond.James","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Rebecca.Peterson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Rebecca.Peterson","FullControl","Allow","SERI\Rebecca.Peterson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Richard.Jackson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Richard.Jackson","FullControl","Allow","SERI\Richard.Jackson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Rita.Wheeler","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Rita.Wheeler","FullControl","Allow","SERI\Rita.Wheeler","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Robert.Brown","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Robert.Brown","FullControl","Allow","SERI\Robert.Brown","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Robin.Lawson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Robin.Lawson","FullControl","Allow","SERI\Robin.Lawson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Rodney.Morrison","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Rodney.Morrison","FullControl","Allow","SERI\Rodney.Morrison","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Roger.Diaz","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Roger.Diaz","FullControl","Allow","SERI\Roger.Diaz","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Ronald.Mitchell","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Ronald.Mitchell","FullControl","Allow","SERI\Ronald.Mitchell","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Rosa.Garza","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Rosa.Garza","FullControl","Allow","SERI\Rosa.Garza","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Rose.Hunter","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Rose.Hunter","FullControl","Allow","SERI\Rose.Hunter","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Roy.Porter","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Roy.Porter","FullControl","Allow","SERI\Roy.Porter","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Ruby.Cunningham","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Ruby.Cunningham","FullControl","Allow","SERI\Ruby.Cunningham","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Russell.Spencer","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Russell.Spencer","FullControl","Allow","SERI\Russell.Spencer","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Ruth.Gonzalez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Ruth.Gonzalez","FullControl","Allow","SERI\Ruth.Gonzalez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Ryan.Russell","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Ryan.Russell","FullControl","Allow","SERI\Ryan.Russell","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Samuel.Marshall","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Samuel.Marshall","FullControl","Allow","SERI\Samuel.Marshall","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Sandra.Lopez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Sandra.Lopez","FullControl","Allow","SERI\Sandra.Lopez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Sara.Berry","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Sara.Berry","FullControl","Allow","SERI\Sara.Berry","False","ContainerInherit, ObjectInherit","None"
